simulation,mass1,radius1,logg1,mass2,radius2,logg2
00422,1.16972,5.35027,3.04940,0.81634,0.71163,4.64544
00423,1.09445,3.92290,3.29005,1.39210,1.31703,4.34255
00424,1.10610,1.07293,4.42072,0.73746,2.67608,3.45081
00425,1.23972,5.03514,3.12737,1.11821,0.81876,4.66028
00426,1.04113,3.66072,3.32844,0.63815,1.12501,4.14067
00427,1.23016,3.86059,3.35472,1.14925,1.87091,3.95438
00428,1.17921,3.12112,3.52104,1.15832,0.81066,4.68421
00429,1.03683,3.81661,3.29042,1.24547,1.76294,4.04093
00430,1.06174,3.31852,3.42220,0.90674,1.07149,4.33558
00431,1.13793,1.52987,4.12487,0.47655,2.73556,3.24208
00432,1.15108,4.10914,3.27167,0.98112,0.56362,4.92782
00433,1.32150,1.46932,4.22490,1.29668,0.68501,4.87950
00434,1.00163,2.17761,3.76281,0.62584,4.10153,3.00864
00435,1.11329,0.85022,4.62561,1.16643,0.76535,4.73721
00436,1.10327,1.46069,4.15164,0.78759,1.12714,4.23041
00437,1.26151,3.46449,3.45968,1.44194,5.35111,3.14013
00438,1.32395,5.31388,3.10912,1.54113,1.72862,4.15051
00439,1.29173,1.20549,4.38691,1.60105,5.43204,3.17255
00440,1.12066,0.94321,4.53832,0.83502,2.25820,3.65224
00441,1.33108,2.03794,3.94389,1.60637,5.61122,3.14580
00442,1.17658,0.68167,4.84154,1.36872,5.10656,3.15812
00443,1.08430,2.20942,3.78466,1.11035,0.68919,4.80685
00444,1.16556,0.74983,4.75468,1.01624,3.87201,3.26919
00445,1.12680,3.94998,3.29673,0.74448,2.87354,3.39309
00446,1.05877,1.45109,4.13948,1.28025,0.79115,4.74885
00447,1.00516,2.64520,3.59539,0.24834,0.33195,4.79096
00448,1.07067,1.44869,4.14578,0.92913,1.76968,3.91035
00449,1.13945,4.70341,3.14994,0.45790,2.11619,3.44773
00450,1.29215,4.76188,3.19382,0.86422,1.56947,3.98319
00451,1.34769,5.72149,3.05264,0.30334,0.34279,4.84994
00452,1.20728,3.67938,3.38833,1.73273,1.35724,4.41149
00453,1.29045,2.17886,3.87235,1.64804,1.16185,4.52473
00454,1.23669,2.50150,3.73393,0.85649,2.00661,3.76586
00455,1.19092,2.61047,3.68051,0.86066,1.50707,4.01663
00456,1.14850,1.34015,4.24389,0.32242,0.34293,4.87608
00457,1.27991,2.56726,3.72631,1.24513,1.51075,4.17490
00458,1.39858,1.55594,4.19977,0.95553,2.86141,3.50515
00459,1.32989,1.65486,4.12436,0.18951,0.50903,4.30221
00460,1.17842,1.41230,4.20952,0.13426,0.36526,4.44081
00461,1.09592,0.62811,4.88178,0.43094,1.77599,3.57361
00462,1.39532,1.25780,4.38352,0.83804,4.70403,3.01639
00463,1.11017,2.77250,3.59771,0.45664,2.38655,3.34210
00464,1.39887,2.29568,3.86202,1.53995,0.96572,4.65587
00465,1.28095,1.49668,4.19534,1.67756,1.23958,4.47620
00466,1.11277,1.48050,4.14366,1.38439,2.10228,3.93395
00467,1.16714,1.20672,4.34197,0.45582,0.43329,4.82330
00468,1.16669,0.93548,4.56296,1.19499,0.73446,4.78350
00469,1.30254,1.42320,4.24632,1.35393,0.75446,4.81439
00470,1.31417,1.15457,4.43188,0.53324,2.27704,3.45025
00471,1.32867,2.49943,3.76580,1.61266,1.53464,4.27360
00472,1.07633,2.65212,3.62283,0.36778,1.55034,3.62280
00473,1.22068,1.87531,3.97852,0.78448,1.13158,4.22527
00474,1.17635,0.98484,4.52188,1.06155,0.68318,4.79494
00475,1.10477,2.72549,3.61045,1.03021,2.48958,3.65874
00476,1.21589,0.95252,4.56522,1.82210,5.14545,3.27579
00477,1.16161,1.48776,4.15806,0.28447,0.60744,4.32509
00478,1.18611,4.69730,3.16850,1.65623,1.93180,4.08526
00479,1.36796,4.04326,3.36068,0.20406,0.34089,4.68261
00480,1.00174,2.11752,3.78717,0.56020,0.43489,4.90966
00481,1.37193,5.40211,3.11027,1.61512,1.57084,4.25401
00482,1.27639,1.15782,4.41677,0.13684,1.90548,3.01428
00483,1.30922,2.77501,3.66855,1.63836,2.01726,4.04295
00484,1.18684,1.80278,4.00057,0.23053,0.47008,4.45645
00485,1.29090,2.58953,3.72252,0.43541,1.04892,4.03548
00486,1.06567,3.77030,3.31294,0.30815,1.62086,3.50734
00487,1.11051,1.15237,4.36041,0.54409,2.24516,3.47124
00488,1.18827,1.93707,3.93869,0.67913,0.73942,4.53224
00489,1.17274,1.00276,4.50487,1.60567,1.59176,4.23997
00490,1.01068,3.50453,3.35342,0.74392,2.92422,3.37757
00491,1.15469,0.89381,4.59804,0.86972,0.96705,4.40655
00492,1.05720,0.62394,4.87195,1.19115,2.39712,3.75466
00493,1.18054,5.44633,3.03794,0.38563,0.39463,4.83184
00494,1.17842,0.58418,4.97628,1.05100,2.53959,3.65014
00495,1.37622,0.73957,4.83880,0.76710,2.41642,3.55657
00496,1.14279,0.61355,4.92034,0.17897,1.22525,3.51440
00497,1.21569,4.38284,3.23938,1.31012,1.40325,4.26111
00498,1.24151,1.87521,3.98592,0.55600,0.64861,4.55918
00499,1.24232,1.05105,4.48906,0.63721,2.28718,3.52375
00500,1.01145,1.14147,4.32808,0.33083,2.80703,3.06118
00501,1.30136,3.60399,3.43890,1.33150,0.61802,4.98040
00502,1.24378,2.88486,3.61256,1.34173,0.84661,4.71037
00503,1.18322,2.25386,3.80528,1.68254,3.08789,3.68471
00504,1.34503,1.04885,4.52537,1.18095,3.16836,3.50863
00505,1.20221,4.70046,3.17377,0.33053,2.56030,3.14070
00506,1.09386,0.55731,4.98484,1.25957,0.69540,4.85382
00507,1.28005,3.86182,3.37171,1.26278,2.29657,3.81724
00508,1.38956,2.43166,3.80914,1.95275,1.84157,4.19834
00509,1.01516,1.02285,4.42497,1.21027,1.09136,4.44501
00510,1.08625,0.80775,4.65944,0.87545,1.79135,3.87394
00511,1.33969,1.67861,4.11517,0.53841,2.62593,3.33062
00512,1.33503,3.61177,3.44812,1.36220,4.61841,3.24332
00513,1.21472,0.90140,4.61271,1.49664,1.05834,4.56393
00514,1.11300,2.55448,3.66996,1.09364,3.36990,3.42171
00515,1.22580,3.64436,3.40324,1.47878,1.52112,4.24365
00516,1.21176,0.78854,4.72784,0.75963,3.16208,3.31872
00517,1.20567,0.89167,4.61889,0.13930,1.08537,3.51087
00518,1.36540,0.79514,4.77245,1.06380,0.58517,4.93036
00519,1.11603,0.61345,4.91019,0.97949,0.58209,4.89909
00520,1.10891,5.38207,3.02107,0.67662,0.43348,4.99448
00521,1.07302,2.76423,3.58553,1.36868,0.92098,4.64587
00522,1.37227,1.60301,4.16563,1.61475,3.44972,3.57060
00523,1.32280,0.87829,4.67229,0.86356,2.72519,3.50357
00524,1.16919,0.75228,4.75319,1.07490,1.12708,4.36552
00525,1.08367,1.59866,4.06545,0.59319,0.56604,4.70557
00526,1.31135,4.99199,3.15924,1.25603,1.35000,4.27640
00527,1.28837,1.37486,4.27159,0.68696,1.29758,4.04873
00528,1.11665,2.42627,3.71611,0.58207,0.44723,4.90199
00529,1.31710,0.83829,4.71090,1.38997,3.78406,3.42516
00530,1.09876,0.82044,4.65088,0.65390,3.94767,3.06090
00531,1.27267,1.66187,4.10159,1.08670,1.08278,4.40509
00532,1.37304,0.63329,4.97255,1.62151,0.78089,4.86281
00533,1.37400,4.36496,3.29610,0.25140,0.99819,3.84000
00534,1.00647,1.97668,3.84899,0.35994,1.69888,3.53397
00535,1.05301,4.65570,3.12453,0.47593,1.80889,3.60079
00536,1.11847,0.66661,4.83895,0.64504,0.51836,4.81839
00537,1.18177,2.10332,3.86479,1.36704,5.24309,3.13467
00538,1.35793,3.95949,3.37567,0.90125,2.29216,3.67242
00539,1.34473,1.51092,4.20822,1.10063,1.57579,4.08471
00540,1.20484,0.61587,4.94002,0.23551,1.30768,3.57708
00541,1.11607,0.58416,4.95269,1.24987,1.23768,4.34972
00542,1.14636,3.95688,3.30268,1.05836,2.48029,3.67370
00543,1.18438,5.42735,3.04238,0.89278,0.76855,4.61747
00544,1.33953,1.37666,4.28737,1.13688,4.58103,3.17186
00545,1.36843,0.85488,4.71048,1.58604,2.64822,3.79247
00546,1.31351,1.15339,4.43255,0.91398,1.52869,4.03036
00547,1.38866,1.88119,4.03180,0.81499,2.65859,3.49992
00548,1.24359,0.61698,4.95220,0.91878,1.82322,3.87960
00549,1.38444,3.81242,3.41694,0.82728,3.13342,3.36368
00550,1.16836,1.08329,4.43616,1.25508,1.63118,4.11174
00551,1.02214,0.64783,4.82465,0.20216,0.46600,4.40701
00552,1.28565,4.88049,3.17026,0.43525,1.70583,3.61293
00553,1.06891,0.90786,4.55097,1.13739,1.71663,4.02463
00554,1.00074,0.73985,4.70010,0.19720,0.83435,3.89029
00555,1.07154,3.19179,3.46001,0.27237,0.42678,4.61283
00556,1.22511,1.93065,3.95484,0.15533,0.32803,4.59751
00557,1.10427,1.36040,4.21381,1.53979,1.39045,4.33922
00558,1.15773,4.09316,3.27756,0.72209,0.71476,4.58834
00559,1.11548,2.51612,3.68407,0.84321,0.65775,4.72788
00560,1.12478,1.95732,3.90581,0.99960,0.93122,4.49979
00561,1.08594,4.83216,3.10559,0.50202,0.57596,4.61801
00562,1.35364,2.64625,3.72431,1.86899,1.46316,4.37909
00563,1.33682,2.82012,3.66361,1.79159,4.72471,3.34255
00564,1.15658,0.60319,4.94033,0.30949,0.42011,4.68199
00565,1.38306,2.00925,3.97284,1.06428,2.38079,3.71168
00566,1.01109,1.98595,3.84692,0.28473,1.06429,3.83837
00567,1.19193,1.63607,4.08671,1.64546,2.46349,3.87125
00568,1.23596,3.47163,3.44901,1.15046,1.56362,4.11068
00569,1.05282,0.79585,4.65876,0.43567,0.34882,4.99202
00570,1.03131,4.21650,3.20155,1.03504,3.43521,3.38112
00571,1.20679,0.74701,4.77305,1.08910,1.05280,4.43044
00572,1.37458,0.80939,4.75992,1.66247,3.81771,3.49521
00573,1.08651,3.27926,3.44255,0.66217,2.68541,3.40101
00574,1.25440,3.46253,3.45771,0.95289,1.03376,4.38827
00575,1.09839,2.60164,3.64833,0.80248,0.59561,4.79258
00576,1.27029,0.88571,4.64739,1.34928,0.72888,4.84286
00577,1.02287,1.45590,4.12163,0.75709,1.87493,3.77124
00578,1.02527,4.20945,3.20045,0.16909,0.48357,4.29728
00579,1.21592,1.50681,4.16686,1.81661,0.92884,4.76145
00580,1.13962,2.68895,3.63566,0.18621,0.79953,3.90239
00581,1.31966,4.10101,3.33275,0.41028,1.53957,3.67635
00582,1.36475,3.53731,3.47577,0.40236,0.55762,4.55000
00583,1.38325,0.82294,4.74823,1.10508,4.68010,3.14095
00584,1.38045,0.70413,4.88279,1.54159,0.84932,4.76790
00585,1.39678,1.81813,4.06395,1.35167,1.71447,4.10068
00586,1.20486,3.14133,3.52478,0.78586,2.75149,3.45427
00587,1.13855,3.68248,3.36214,0.37709,0.63338,4.41120
00588,1.34804,1.09092,4.49218,1.13264,1.30955,4.25792
00589,1.10577,1.93366,3.90897,0.29082,0.85382,4.03897
00590,1.39979,5.98562,3.02991,0.88336,2.69821,3.52205
00591,1.13238,2.48764,3.70049,1.30776,1.02518,4.53299
00592,1.30777,0.61693,4.97413,1.53531,1.52158,4.25968
00593,1.13834,0.57360,4.97712,0.30357,0.31514,4.92334
00594,1.19986,1.08586,4.44565,0.68842,1.34531,4.01828
00595,1.11861,3.13523,3.49421,1.58251,0.67236,4.98221
00596,1.19286,1.15894,4.38654,0.18324,1.86787,3.15839
00597,1.32866,3.26258,3.53436,1.13588,1.59092,4.09010
00598,1.36578,2.48932,3.78129,1.71267,4.07498,3.45149
00599,1.20615,1.92032,3.95272,1.41810,2.71390,3.72258
00600,1.21359,1.43469,4.20862,0.79006,1.00884,4.32808
00601,1.14936,3.64609,3.37487,0.74560,0.52396,4.87198
00602,1.34267,2.25227,3.86080,0.21592,1.41733,3.46942
00603,1.28011,1.81671,4.02674,0.38069,1.56237,3.63107
00604,1.04377,0.95560,4.49612,1.16310,1.28926,4.28300
00605,1.19433,2.55678,3.69980,0.26944,0.98968,3.87754
00606,1.16654,2.32166,3.77337,0.17960,0.31946,4.68353
00607,1.15814,1.36996,4.22841,0.53155,0.38780,4.98640
00608,1.27295,2.22265,3.84913,0.54251,1.08095,4.10487
00609,1.16682,2.58552,3.67998,0.35751,2.93912,3.05493
00610,1.27675,1.10602,4.45665,1.68952,0.95849,4.70266
00611,1.11913,5.30854,3.03700,1.07016,3.27382,3.43741
00612,1.18593,5.40151,3.04710,1.46517,2.83709,3.69821
00613,1.21557,4.84263,3.15268,0.68703,0.44433,4.97963
00614,1.39008,2.97499,3.63414,1.47305,1.65618,4.16807
00615,1.02945,2.86964,3.53502,0.65992,1.55832,3.87225
00616,1.16607,2.71744,3.63647,1.48053,5.22337,3.17258
00617,1.27712,3.39822,3.48180,0.58769,1.48290,3.86499
00618,1.12308,0.60042,4.93157,0.44907,0.68546,4.41842
00619,1.15194,0.73387,4.76826,0.42868,0.80348,4.26025
00620,1.05834,2.27436,3.74898,0.45249,0.86642,4.21822
00621,1.00615,0.89978,4.53246,1.00105,1.76139,3.94681
00622,1.16666,1.05160,4.46131,0.24912,0.39191,4.64809
00623,1.00681,1.02814,4.41691,1.37350,3.27384,3.54578
00624,1.07394,1.68237,4.01721,0.98967,1.18048,4.28944
00625,1.07991,0.80021,4.66505,0.59855,1.44746,3.89395
00626,1.22775,5.07459,3.11638,1.14394,0.59854,4.94229
00627,1.21224,1.16585,4.38837,1.12798,2.05860,3.86322
00628,1.11857,4.73222,3.13660,1.11070,5.35578,3.02602
00629,1.04218,1.16638,4.32233,1.03449,1.77674,3.95355
00630,1.06624,3.22342,3.44929,0.15198,0.63196,4.01849
00631,1.22323,1.10355,4.43999,1.81117,1.40161,4.40277
00632,1.01285,2.74048,3.56796,0.90985,3.46331,3.31805
00633,1.23534,4.16693,3.29022,0.68966,3.71917,3.13581
00634,1.24411,4.21625,3.28307,0.82552,1.94719,3.77598
00635,1.20278,1.73926,4.03752,1.63637,0.88955,4.75361
00636,1.13234,1.48099,4.15094,1.33259,1.15980,4.43400
00637,1.05885,1.18625,4.31455,0.42160,0.52599,4.62102
00638,1.25697,4.69048,3.19496,0.83469,3.72848,3.21653
00639,1.26647,2.32348,3.80838,0.98010,2.21809,3.73738
00640,1.35035,2.19588,3.88530,0.85565,2.56233,3.55309
00641,1.19962,3.88767,3.33773,1.01095,2.68261,3.58568
00642,1.12689,3.88823,3.31045,0.12947,1.58352,3.15099
00643,1.10735,1.82683,3.95896,0.73022,1.04752,4.26120
00644,1.04938,1.92046,3.89219,1.28067,0.90813,4.62921
00645,1.38729,0.81079,4.76242,0.92899,4.27632,3.14394
00646,1.13745,1.16399,4.36210,0.25998,1.06348,3.79954
00647,1.13174,4.22704,3.23974,1.28676,4.35496,3.26960
00648,1.28229,1.15740,4.41908,0.43255,2.92714,3.14121
00649,1.37232,1.84996,4.04120,1.38732,1.92583,4.01101
00650,1.13775,5.15985,3.06884,0.72354,1.33353,4.04753
00651,1.28702,1.96511,3.96088,0.25089,0.51765,4.40947
00652,1.30525,5.21098,3.11992,1.86599,0.98830,4.71920
00653,1.13473,4.32175,3.22164,1.61228,4.30254,3.37806
00654,1.01638,4.28195,3.18184,0.79358,0.91542,4.41442
00655,1.21017,0.98811,4.53131,0.98080,0.62199,4.84208
00656,1.28758,3.79155,3.39021,0.86681,3.66690,3.24739
00657,1.36552,2.07004,3.94141,0.20125,0.23647,4.99426
00658,1.11481,2.53020,3.67896,0.65384,1.85287,3.71785
00659,1.36803,3.98501,3.37330,0.47626,0.78014,4.33157
00660,1.10512,3.24227,3.45978,0.31252,0.47379,4.58177
00661,1.37535,4.63725,3.24396,0.30777,1.97702,3.33426
00662,1.12987,2.00081,3.88868,1.11564,4.21009,3.23701
00663,1.19413,0.68686,4.84139,1.31367,0.87006,4.67746
00664,1.16231,1.40826,4.20603,0.74384,1.06578,4.25421
00665,1.07497,2.02500,3.85661,1.05620,1.27609,4.25006
00666,1.13239,1.68316,4.03981,0.22885,1.54525,3.41962
00667,1.27092,0.91192,4.62227,0.78674,3.16513,3.33312
00668,1.04665,0.95369,4.49905,0.62233,3.85371,3.06033
00669,1.14741,0.65839,4.86082,0.31367,1.68465,3.48152
00670,1.02096,1.53389,4.07549,0.51567,0.43214,4.87918
00671,1.12500,1.33897,4.23568,1.49470,3.13579,3.61993
00672,1.32162,2.62355,3.72140,1.25269,2.37771,3.78359
00673,1.37722,1.97231,3.98712,1.91953,3.44843,3.64602
00674,1.21532,0.66916,4.87170,0.22730,0.69886,4.10588
00675,1.08750,1.16434,4.34234,1.18452,0.68876,4.83547
00676,1.17932,1.04065,4.47509,0.68403,3.59850,3.16090
00677,1.09038,0.62758,4.88030,0.29347,1.00601,3.90043
00678,1.37931,1.10626,4.49002,2.00913,1.26939,4.53388
00679,1.26459,4.41870,3.24943,1.84419,4.46075,3.40506
00680,1.22524,3.04668,3.55863,1.73525,0.88092,4.78756
00681,1.24966,3.64204,3.41217,1.33008,1.47775,4.22274
00682,1.23402,1.95988,3.94493,0.72157,0.61926,4.71260
00683,1.02075,0.81815,4.62133,0.19752,1.90930,3.17193
00684,1.11415,3.84530,3.31515,0.95718,0.95564,4.45847
00685,1.15568,0.64056,4.88779,0.42685,1.52637,3.70103
00686,1.25348,1.10108,4.45255,1.36453,1.48485,4.22969
00687,1.12150,1.85602,3.95070,0.95139,3.89173,3.23614
00688,1.38923,2.53820,3.77179,2.02980,1.33856,4.49225
00689,1.32814,0.72968,4.83504,0.58970,0.95467,4.24899
00690,1.32170,2.07290,3.92604,1.87140,4.15866,3.47233
00691,1.29909,0.65340,4.92134,1.11732,2.91091,3.55818
00692,1.17540,0.57189,4.99363,0.99767,0.63019,4.83811
00693,1.38362,1.81334,4.06212,1.01880,1.87861,3.89848
00694,1.11910,3.91875,3.30064,0.42062,2.01101,3.45513
00695,1.11432,1.23684,4.30045,1.11229,0.73313,4.75392
00696,1.33299,0.96881,4.59041,0.80812,2.48831,3.55373
00697,1.11760,3.61460,3.37023,1.05794,0.64965,4.83716
00698,1.21133,2.07967,3.88534,1.07254,1.75116,3.98183
00699,1.37730,2.17702,3.90137,1.99822,1.87106,4.19454
00700,1.04742,0.73258,4.72848,0.41554,2.78177,3.16804
00701,1.25900,0.90892,4.62104,1.74105,0.99715,4.68136
00702,1.23105,1.46682,4.19559,1.64365,4.37647,3.37163
00703,1.25067,0.59660,4.98385,1.04848,1.29269,4.23564
00704,1.29686,5.08780,3.13790,0.90729,1.78483,3.89262
00705,1.37484,1.11400,4.48255,1.82375,0.80577,4.88661
00706,1.10281,5.30393,3.03137,0.54482,0.68426,4.50387
00707,1.39088,1.20811,4.41714,1.87044,5.68671,3.20029
00708,1.07312,1.18646,4.32021,0.38656,2.86963,3.10963
00709,1.28654,3.23049,3.52895,0.60895,3.15674,3.22417
00710,1.06979,1.27484,4.25646,1.11630,0.85260,4.62435
00711,1.18045,2.62005,3.67350,0.20450,1.65659,3.31033
00712,1.26215,1.62056,4.11985,1.52278,2.73960,3.74533
00713,1.24676,1.52379,4.16800,0.77708,2.84402,3.42067
00714,1.24673,1.53836,4.15972,0.61773,1.50079,3.87622
00715,1.16168,1.48289,4.16094,1.68302,3.86204,3.49052
00716,1.01584,2.53476,3.63702,0.21196,0.46102,4.43689
00717,1.30490,5.22358,3.11771,0.26241,1.62184,3.43704
00718,1.14314,0.92598,4.56297,1.65160,1.00338,4.65304
00719,1.34738,1.80094,4.05656,0.70099,4.28029,3.02083
00720,1.36220,2.24807,3.86869,0.90760,1.23311,4.21396
00721,1.03533,0.65957,4.81462,1.25211,2.66112,3.68558
00722,1.11471,4.01052,3.27883,0.29988,2.84554,3.00668
00723,1.14170,0.73413,4.76408,1.48149,5.07561,3.19779
00724,1.07069,1.54062,4.09234,0.38256,0.50257,4.61837
00725,1.05214,1.77016,3.96412,0.43636,1.41758,3.77482
00726,1.04649,1.83485,3.93060,0.42440,0.57875,4.54087
00727,1.13048,1.22230,4.31698,0.78294,0.59387,4.78441
00728,1.01878,0.81688,4.62183,0.22588,1.09690,3.71162
00729,1.08378,2.15224,3.80722,1.11639,3.67996,3.35420
00730,1.12713,0.67316,4.83380,0.88180,1.81351,3.86640
00731,1.30968,1.43195,4.24337,1.78365,3.57390,3.58309
00732,1.11451,1.51984,4.12156,0.56964,1.89583,3.63806
00733,1.00392,2.05388,3.81462,0.33128,0.50458,4.55239
00734,1.22961,2.93512,3.59259,0.38686,2.67568,3.17075
00735,1.01977,1.51498,4.08575,1.23983,2.51019,3.73202
00736,1.35077,4.30663,3.30037,1.05928,4.13691,3.22973
00737,1.06502,1.40130,4.17236,1.55502,0.97328,4.65333
00738,1.39480,1.69428,4.12461,0.74587,3.79454,3.15241
00739,1.15595,1.09523,4.42200,0.45106,2.82744,3.18952
00740,1.01106,1.89293,3.88858,0.93081,1.00654,4.40127
00741,1.25380,1.16492,4.40370,0.56909,2.48610,3.40222
00742,1.22504,5.63041,3.02514,1.18652,4.68606,3.17073
00743,1.30406,0.99631,4.55658,1.22364,1.05268,4.48113
00744,1.03541,0.97557,4.47466,0.14587,0.86638,3.72662
00745,1.30783,1.69888,4.09430,1.29564,4.79036,3.18982
00746,1.29339,5.47037,3.07376,0.30241,1.20475,3.75687
00747,1.08874,3.05064,3.50621,0.83034,1.12025,4.25869
00748,1.07014,1.79286,3.96042,0.96525,2.50179,3.62621
00749,1.16900,2.71943,3.63693,1.55714,4.85484,3.25805
00750,1.35678,1.26317,4.36766,0.27777,0.69011,4.20392
00751,1.14768,2.12613,3.84271,1.32477,1.19921,4.40241
00752,1.37525,3.16995,3.57435,0.80400,0.54172,4.87578
00753,1.35449,3.76871,3.41746,0.65833,0.47978,4.89443
00754,1.10206,2.53665,3.67175,0.57375,0.95326,4.23837
00755,1.37288,1.33293,4.32608,0.56955,0.41130,4.96528
00756,1.15161,1.39563,4.20983,0.36098,1.14471,3.87815
00757,1.35540,3.50239,3.48140,1.01622,0.67651,4.78451
00758,1.31338,1.38359,4.27444,0.76310,2.00374,3.71696
00759,1.26054,1.82906,4.01417,0.97325,0.99701,4.42889
00760,1.23106,2.30056,3.80468,0.56288,0.75800,4.42915
00761,1.21636,2.20466,3.83645,0.14272,0.58252,4.06192
00762,1.03905,2.13132,3.79741,0.23347,0.26031,4.97530
00763,1.24027,4.83704,3.16242,1.74573,1.09596,4.60045
00764,1.02104,3.28472,3.41411,0.95645,1.41457,4.11748
00765,1.22224,0.69613,4.83984,1.13148,3.81186,3.32944
00766,1.33254,5.37836,3.10145,0.77542,2.49739,3.53263
00767,1.38706,2.70294,3.71649,0.27085,0.54680,4.39515
00768,1.33604,4.99955,3.16603,1.15919,0.78162,4.71623
00769,1.03964,1.82962,3.93023,0.47891,0.70170,4.42602
00770,1.38388,6.12342,3.00518,0.20290,0.66199,4.10366
00771,1.06129,2.96252,3.52058,0.81224,1.62576,3.92564
00772,1.09908,1.09170,4.40289,0.30246,0.49114,4.53633
00773,1.01684,0.96836,4.47325,1.08323,1.83589,3.94510
00774,1.03390,3.70728,3.31444,1.53638,6.34239,3.02006
00775,1.03909,2.53400,3.64711,1.50785,5.16423,3.19041
00776,1.12554,3.66568,3.36112,1.20919,1.40795,4.22339
00777,1.27334,2.47175,3.75700,0.49972,3.39481,3.07517
00778,1.06219,0.73487,4.73185,0.17742,0.31190,4.69904
00779,1.39430,2.70146,3.71923,0.30317,2.20227,3.23400
00780,1.03319,0.69480,4.76853,0.50479,0.61984,4.55662
00781,1.35713,1.06567,4.51544,1.14384,1.38128,4.21587
00782,1.29978,4.56141,3.23374,0.41920,3.33771,3.01359
00783,1.28627,1.42757,4.23821,0.57276,0.83403,4.35368
00784,1.12432,0.64213,4.87372,0.32993,0.68589,4.28398
00785,1.15771,3.12384,3.51229,1.22273,4.66693,3.18734
00786,1.21793,1.22519,4.34728,1.48934,2.84255,3.70364
00787,1.02119,4.18072,3.20467,0.95248,4.13654,3.18365
00788,1.35994,1.64030,4.14174,0.93838,1.21706,4.23982
00789,1.26911,0.88361,4.64905,0.49797,0.41309,4.90319
00790,1.11606,1.08058,4.41845,0.25721,2.55173,3.03468
00791,1.38812,3.04842,3.61235,1.00880,2.19086,3.76064
00792,1.29349,2.56603,3.73131,0.50110,1.06087,4.08667
00793,1.29006,2.05979,3.92103,1.86627,3.73195,3.56517
00794,1.21643,2.94531,3.58489,1.01931,1.28937,4.22562
00795,1.32760,0.61909,4.97763,1.52526,4.93114,3.23552
00796,1.20738,1.22336,4.34480,1.78499,5.39258,3.22611
00797,1.31383,0.69826,4.86857,1.51673,1.56288,4.23112
00798,1.34258,1.05431,4.52007,0.70329,2.50067,3.48909
00799,1.07661,3.47720,3.38767,0.16709,0.33034,4.62310
00800,1.28079,5.51616,3.06227,0.63011,0.56037,4.74054
00801,1.39153,1.04841,4.54050,1.77710,0.79981,4.88181
00802,1.18364,2.33019,3.77650,0.68185,0.46805,4.93117
00803,1.22179,4.98105,3.13042,0.18140,0.65023,4.07057
00804,1.02378,5.20657,3.01517,1.09633,5.44433,3.00612
00805,1.33920,5.46212,3.09019,0.84235,1.47077,4.02847
00806,1.12059,1.81065,3.97185,0.54778,3.36078,3.12379
00807,1.21790,0.72484,4.80319,0.70633,1.10838,4.19770
00808,1.35943,2.49283,3.77804,1.59583,1.48488,4.29767
00809,1.14418,1.62203,4.07644,1.63320,1.42322,4.34456
00810,1.20660,1.76470,4.02629,0.63821,0.49950,4.84596
00811,1.04454,2.64882,3.61089,0.84984,0.96557,4.39784
00812,1.33073,2.46173,3.77968,0.40406,0.40106,4.83809
00813,1.28304,3.95870,3.35120,1.46907,2.58886,3.77889
00814,1.30138,4.05572,3.33634,1.24920,2.22014,3.84194
00815,1.33121,0.74134,4.82228,0.34666,0.74451,4.23423
00816,1.08832,2.97224,3.52866,0.85918,1.53155,4.00189
00817,1.35168,0.94099,4.62177,1.04294,5.10743,3.03992
00818,1.30704,5.25870,3.11260,0.54488,1.69196,3.71759
00819,1.09882,0.58337,4.94711,0.21119,1.75400,3.27469
00820,1.25767,2.41012,3.77355,0.21610,1.81145,3.25667
00821,1.05734,3.95190,3.26867,0.19131,1.74648,3.23547
00822,1.23117,2.25356,3.82265,1.76399,2.72795,3.81289
00823,1.04874,3.47450,3.37695,0.22674,0.68324,4.12444
00824,1.35434,1.53792,4.19593,0.67268,1.22385,4.09042
00825,1.30430,3.59617,3.44176,0.59692,0.59575,4.66385
00826,1.19638,1.75352,4.02811,0.70359,3.68043,3.15359
00827,1.01641,4.53210,3.13254,0.28239,1.92542,3.31986
00828,1.31760,5.62901,3.05699,0.53452,1.87244,3.62121
00829,1.13420,0.97091,4.51840,1.04972,4.05451,3.24326
00830,1.34284,5.30434,3.11683,0.31825,0.31264,4.95076
00831,1.38847,1.00551,4.57583,1.95354,6.85812,3.05648
00832,1.28363,2.32849,3.81236,1.85821,1.61957,4.28836
